Data,Acompanhamentos,Prato Principal,Guarnição,Salada,Sobremesa,Refresco,Extra,Nota Técnica
2014-09-02,ARROZ E FEIJÃO,CARNE LOUCA/ISCAS AO MOLHO,FAROFA DE FRUTAS,ALFACE COM VINAGRETE/VAGEM COM AZEITONA E CEBOLA,MELANCIA,LARANJA,PÃO E CAFÉ,
2014-09-03,ARROZ E FEIJÃO,Bife ao molho de ervilha,Batata doce sautê,Almeirão com vinagrete/Pepino,Pudim prestigio,Maracujá,PÃO E CAFÉ,
2014-09-04,ARROZ E FEIJÃO,BIFE À MILANESA,CREME DE ESPINAFRE,ALMEIRÃO/BETERRABA RALADA,BANANA NANICA,MANGA,PÃO E CAFÉ,
2014-09-05,ARROZ E FEIJÃO,LINGUIÇA DE FRANGO,CENOURA SAUTÊ,ESCAROLA COM VINAGRETE,LARANJA PERA,CAJÚ,PÃO E CAFÉ,
2014-09-09,ARROZ E FEIJÃO,STROGONOFF DE CARNE,BATATA FRITA,ACELGA COM VINAGRETE/TOMATE RODELAS,Banana caramelada,LARANJA,PÃO E CAFÉ,
2014-09-10,ARROZ E FEIJÃO,SALSICHA ACEBOLADA/LINGUIÇA,NHOQUE AO SUGO,ALFACE/bETERRABA COZIDA,MELANCIA,MARACUJÁ,PÃO E CAFÉ,
2014-09-11,ARROZ E FEIJÃO,CARNE ASSADA AO MOLHO,CENOURA/COUVE FLOR/CHUCHU SAUTÈ,ALMEIRÃO COM VINAGRETE,MELANCIA,MANGA,PÃO E CAFÉ,
2014-09-16,ARROZ E FEIJÃO,ALMONDEGAS ACEBOLADA,POLENTA AO SUGO/ESPINAFRE REFOGADO,RUCULA,LARANJA PERA,SUCO DE TANGERI,PÃO E CAFÉ,
2014-09-17,ARROZ E FEIJÃO,BIFE AO MOLHO,ESCAROLA REFOGADA,REPOLHO ROXO/BATATA E VAGEM,MAÇÃ,CAJÚ,PÃO E CAFÉ,
2014-09-18,ARROZ E FEIJÃO,FRANGO FRITO,NHOQUE E CAPELETTI AO SUGO,AGRIÃO COM ALFACE,MELANCIA,MANGA,PÃO E CAFÉ,
2014-09-19,ARROZ E FEIJÃO,FRANGO FRITO OU BIFE A ROLÊ,PURÊ MISTO,CENOURA COM LARANJA/ACELGA COM TOMATE,GELATINA,LARANJA,PÃO E CAFÉ,
2014-09-22,ARROZ E FEIJÃO,CARNE FATIADA COM MOLHO DE LARANJA,---,ACELGA/BATATA/REPOLHO,LARANJA,MARACUJÁ,PÃO E CAFÉ,
2014-09-24,ARROZ E FEIJÃO,ESCONDIDINHO DE CARNE,---,ESCAROLA COM VINAGRETE/BERINJELA COM PIMENTÕES,BANANA,MANGA,PÃO E CAFÉ,
2014-09-25,ARROZ E FEIJÃO,CARNE EM CUBOS ACEBOLADA,---,ALFACE,GELATINA DE LIMÃO,ABACAXI,PÃO E CAFÉ,
2014-09-29,ARROZ E FEIJÃO,CARNE COM LEGUMES,---,ALFACE/ESCAROLA/AGRIÃO/VINAGRETE,BANANA,MARACUJÁ,PÃO E CAFÉ,
2014-09-30,ARROZ E FEIJÃO,CARNE PICADA COM BATATA,-----,MULTICOR COM BETERRABA,LARANJA MURCOT,CAJÚ,PÃO E CAFÉ,
2014-10-01,ARROZ E FEIJÃO,kibe frito,Macarrão com ervas,Escarola com milho e rodelas de cebola e vinagrete,Melancia,Laranja,PÃO E CAFÉ,
2014-10-02,ARROZ E FEIJÃO,STROGONOFF DE CARNE,BATATA FRITA,ALFACE/VINAGRETE,MAÇÃ,ABACAXI,PÃO E CAFÉ,
2014-10-03,ARROZ E FEIJÃO,BIFE À ROLÊ,ABOBORA SAUTÊ,CENOURA COZIDA/ALMEIRÃO COM VINAGRETE/BETERRABA RALADA,BANANA,UVA,PÃO E CAFÉ,
2014-10-06,ARROZ E FEIJÃO,FRANGO AO MOLHO,VIRADO DE COUVE,AGRIÃO COM VINAGRETE,LARANJA,LIMÃO,PÃO E CAFÉ,
2014-10-07,ARROZ E FEIJÃO,ISCAS DE CARNE À MILANESA,BERINJELA NAPOLITANA,BETERRABA/RUCULA,BANANA,MARACUJÁ,PÃO E CAFÉ,
2014-10-08,ARROZ E FEIJÃO,COZIDO Á PORTUGUESA,PURÊ MISTO,ACELGA/CHUCHU COM OREGANO,SAGÚ,ABACAXI,PÃO E CAFÉ,
2014-10-09,ARROZ E FEIJÃO,BIFE ACEBOLADO,CENOURA COM BATATA SAUTÊ,ACELGA E BETERRABA/ALFACE COM VINAGRETE,SAGÚ OU MELANCIA,TANGERINA,PÃO E CAFÉ,
2014-10-10,ARROZ E FEIJÃO,KIBE FRITO,ESCAROLA REFOGADA,ESCAROLA COM VINAGRETE,MAÇÃ,CAJÚ,PÃO E CAFÉ,
2014-10-13,ARROZ E FEIJÃO,FRANGO AO MOLHO,LEGUMES SAUTÊ,PEPINO COM VINAGRETE/ RABANETE RALADO,LARANJA,LARANJA,PÃO E CAFÉ,
2014-10-14,ARROZ E FEIJÃO,CARNE EM CUBOS COM MOLHO,ABOBÓRA REFOGADA,COUVE COM LARANJA/ESCAROLA COM VINAGRETE/BATATA COM MANDIOQUINHA,BANANA,TANGERINA,PÃO E CAFÉ,
2014-10-15,ARROZ E FEIJÃO,FRANGO FRITO,POLENTA AO SUGO,ACELGA COM VINAGRETE E CEBOLA RODELAS,GOIABADA,CAJÚ,PÃO E CAFÉ,
2014-10-16,ARROZ E FEIJÃO,BIFE Á FRICANDOLE,COUVE REFOGADA,REPOLHO ROXO/CENOURA E RABANETE RALADO,MAÇÃ,MANGA,PÃO E CAFÉ,
2014-10-17,ARROZ E FEIJÃO,ESCONDIDINHO DE CARNE SECA,ESPINAFRE REFOGADO,ALFACE COM MILHO E AZEITONA,BANANADA,TANGERINA,PÃO E CAFÉ,
2014-10-20,ARROZ E FEIJÃO,ALMONDEGAS AO SUGO,COUVE REFOGADA,ALFACE/ALMEIRÃO/VINAGRETE,LARANJA,CAJÚ,PÃO E CAFÉ,
2014-10-21,ARROZ E FEIJÃO,BIFE COM QUEIJO E MANJERIÇÃO,BERINJELA REFOGADA,ALFACE COM VINAGRETE,MAÇÃ,TANGERINA,PÃO E CAFÉ,
2014-10-22,ARROZ E FEIJÃO,CARNE EM CUBOS COM MANDIOQUINHA,VAGEM SAUTÊ,ALMEIRÃO COM VINAGRETE,IOGURTE,UVA,PÃO E CAFÉ,
2014-10-23,ARROZ E FEIJÃO,COXA E SOBRECOXA AO MOLHO DE LARANJA,FAROFA DE COUVE,ESCAROLA COM CEBOLA/AGRIÃO COM VINAGRETE/BATATA COM OVO,LARANJA OU BANANA,MANGA,PÃO E CAFÉ,
2014-10-24,ARROZ E FEIJÃO,BIFE Á ROLÊ,POLENTA AO SUGO,ESCAROLA COM VINAGRETE/MOYACHI,MELANCIA E GELATINA,LIMÃO,PÃO E CAFÉ,
2014-10-27,ARROZ E FEIJÃO,CARNE EM CUBOS COM LEGUMES,ABOBRINHA REFOGADA,ACELGA COM CENOURA/ACELGA COM VINAGRETE,LARANJA,LARANJA,PÃO E CAFÉ,
2014-10-28,ARROZ E FEIJÃO,ISCA DE FRANGO CREMOSA,MANDIOQUINHA SAUTÊ,ABOBRINHA COZIDA/ ALFACE COM VINAGRETE,BANANA,ABACAXI,PÃO E CAFÉ,
2014-10-29,ARROZ E FEIJÃO,BIFE ACEBOLADO,BATATA FRITA,ALFACE/COM ESCAROLA/VINAGRETE/TABULE,MAÇÃ,LIMÃO,PÃO E CAFÉ,
2014-10-30,ARROZ E FEIJÃO,FRANGO AO MOLHO DE LARANJA,POLENTA AO SUGO,ALFACE COM CENOURA/VINAGRETE,MELANCIA OU SAGÚ,MANGA OU ABACAX,PÃO E CAFÉ,
2014-10-31,ARROZ E FEIJÃO,PALETA FRITA,MACARRÃO COM ERVAS,ESCAROLA/VINAGRETE,DOCE DE BANANA,MARACUJÁ,PÃO E CAFÉ,
2014-11-03,ARROZ E FEIJÃO,BIFE AO MOLHO INGLÊS OU ALMONDEGAS,BATATA COM CENOURA SAUTÊ/OU REPOLHO REFOGADO,BERINJELA /ALFACE/VINAGRETE,MAÇÃ,ABACAXI,PÃO E CAFÉ,
2014-11-04,ARROZ E FEIJÃO,LAGARTO AO MOLHO SHOYO,FAROFA DE FRUTAS,ACELGA COM VINAGRETE/ESCAROLA/PICLES,IOGURTE,TANGERINA,PÃO E CAFÉ,
2014-11-05,ARROZ E FEIJÃO,OVOS MEXIDOS,BERINJELA SAUTÊ,ALFACE E ESCAROLA/BETERRABA E BATATA,MAÇÃ,TANGERINA,PÃO E CAFÉ,
2014-11-06,ARROZ E FEIJÃO,BIFE ACEBOLADO,ABOBRINHA REFOGADA,REPOLHO COM CENOURA/ESCAROLA/CHUCHU,LARANJA,MARACUJÁ,PÃO E CAFÉ,
2014-11-07,ARROZ E FEIJÃO,FRANGO FRITO OU BIFE A ROLÊ,POLENTA FRITA,ALFACE COM VINAGRETE/BETERRABA RALADA,BANANADA,UVA,PÃO E CAFÉ,
2014-11-10,ARROZ E FEIJÃO,FRANGO AO MOLHO DE LARANJA,BATATA PORTUGUESA,ALFACE COM VINAGRETE/ALMEIRÃO,TANGERINA,LARANJA,PÃO E CAFÉ,
2014-11-11,ARROZ E FEIJÃO,BIFE ACEBOLADO,VAGEM REFOGADA,ACELGA/PEPINO,MELANCIA,MARACUJÁ,PÃO E CAFÉ,
2014-11-12,ARROZ E FEIJÃO,LAGARTO AO MOLHO MOSTARDA,CENOURA SAUTÊ,REPOLHO COM VINAGRETE/BETERRABA COM VINAGRETE,BANANADA,MANGA,PÃO E CAFÉ,
2014-11-13,ARROZ E FEIJÃO,LAGARTO AO MOLHO,MACARRÃO COM ERVAS,BERINJELA/ESCAROLA COM MILHO,MAÇÃ,ABACAXI,PÃO E CAFÉ,
2014-11-14,ARROZ E FEIJÃO,OVOS COZIDOS AO MOLHO DE TOMATE,ABOBRINHA REFOGADA,REPOLHO COM CENOURA BATATA E MAIONESE,MELANCIA,CAJÚ,PÃO E CAFÉ,
2014-11-17,ARROZ E FEIJÃO,FRANGO FRITO,CREME VERDE,COUVE/CENOURA RALADA/ABOBRINHA COM SALSÃO,MAÇÃ,LARANJA,PÃO E CAFÉ,
2014-11-18,ARROZ E FEIJÃO,STROGONOFF DE CARNE,BATATA EM CUBOS FRITA,ESCAROLA COM VINAGRETE,TANGERINA,MARACUJÁ,PÃO E CAFÉ,
2014-11-19,ARROZ E FEIJÃO,BIFE À ROLÊ,CENOURA E VAGEM SAUTÊ,ALFACE/BETERRABA,LARANJA,UVA,PÃO E CAFÉ,
2014-11-21,ARROZ E FEIJÃO,KIBE FRITO,ABOBÓRA REFOGADA,ALFACE COM VINAGRETE,ABACAXI,MANGA,PÃO E CAFÉ,
2014-11-25,ARROZ E FEIJÃO,ALMONDEGAS FRITA COM MOLHO,MACARRÃO ALHO E OLEO COM BACON E QUEIJO,BETERRABA COM VINAGRETE E ERVILHA,IOGURTE,TANGERINA,PÃO E CAFÉ,
2014-11-26,ARROZ E FEIJÃO,FRANGO FRITO,COUVE FLOR COM MOLHO BRANCO,ALFACE COM CENOURA E MAÇÃ/ALFACE COM VINAGRETE,MAÇÃ,SUCO CAJÚ,PÃO E CAFÉ,
2014-11-27,ARROZ E FEIJÃO,ISCA DE CARNE,CENOURA E VAGEM SAUTÊ,ESCAROLA/TOMATE,BANANA,LARANJA,PÃO E CAFÉ,
2014-11-28,ARROZ E FEIJÃO,BIFE FRITO,BATATA SAUTÊ,ALFACE/ESCAROLA/TOMATE,DOCE DE ABÓBORA,MANGA,PÃO E CAFÉ,
2014-12-01,ARROZ E FEIJÃO,FRANGO AO MOLHO,FAROFA COM BACON UVA PASSA E OVOS,COUVE/VINAGRETE,MELANCIA,MARACUJÁ,PÃO E CAFÉ,
2014-12-02,ARROZ E FEIJÃO,CARNE ASSADA,FOLHAS REFOGADA,COUVE/REPOLHO/VINAGRETE,BANANA,CAJÚ,PÃO E CAFÉ,
2014-12-03,ARROZ E FEIJÃO,CARNE EM CUBOS COM MANDIOQUINHA,FAROFA,ALMEIRÃO/BETERRABA RALADA/VINAGRETE,MAÇÃ,LARANJA,PÃO E CAFÉ,
2014-12-04,ARROZ E FEIJÃO,QUIBE FRITO,CHUCHU REFOGADO,ESCAROLA,ARROZ DOCE,UVA,PÃO E CAFÉ,
2014-12-05,ARROZ E FEIJÃO,STROGONOFF DE CARNE,BATATA FRITA,ALFACE/PEPINO COM VINAGRETE,LARANJA,TANGERINA,PÃO E CAFÉ,
2014-12-08,ARROZ E FEIJÃO,QUIBE FRITO,PURÊ DE BATATA,ALFACE/COUVE COM CEBOLA,MAÇÃ,ABACAXI,PÃO E CAFÉ,
2014-12-10,ARROZ E FEIJÃO,BIFE Á MILANESA,ABOBRINHA REFOGADA,ALFACE /BATATA,IOGURTE,MARACUJÁ,PÃO E CAFÉ,
2014-12-11,ARROZ E FEIJÃO,STROGONOFF DE CARNE,BATATA EM CUBOS FRITA,ACELGA/VINAGRETE,LARANJA,UVA,PÃO E CAFÉ,
2014-12-12,ARROZ E FEIJÃO,LAGARTO AO MOLHO DE LARANJA,MACARRÃO,REPOLHO COM CENOURA RALADA,ABACAXI,MARACUJÁ,PÃO E CAFÉ,
2014-12-15,ARROZ E FEIJÃO,ALMONDEGAS AO SUGO,PURÊ DE MANDIOQUINHA,REPOLHO/PEPINO,MAÇÃ,UVA,PÃO E CAFÉ,
2014-12-16,ARROZ E FEIJÃO,BIFE ACEBOLADO,ABOBRINHA REFOGADA,ALFACE/BATATA,BANANA,TANGERINA,PÃO E CAFÉ,
2014-12-17,ARROZ E FEIJÃO,FRANGO FRITO,ABOBRINHA REFOGADA,RUCULA COM VINAGRETE/PEPINO COM CENOURA RALADA,PUDIM DE CHOCOLATE,SUCO DE MANGA,PÃO E CAFÉ,
2014-12-18,ARROZ E FEIJÃO,CARNE EM CUBOS COM PIMENTÕES,BATATA FRITA,ALMEIRÃO/PEPINO/VINAGRETE,LARANJA,ABACAXI,PÃO E CAFÉ,
2014-12-19,ARROZ E FEIJÃO,BIFE,FOLHAS REFOGADA,ALFACE/ESCAROLA/VINAGRETE,MELANCIA,UVA,PÃO E CAFÉ,
2014-12-22,ARROZ E FEIJÃO,LAGARTO AO MOLHO,BERINJELA REFOGADA,ALFACE/BETERRABA RALADA/VINAGRETE,MELANCIA,UVA,PÃO E CAFÉ,
2015-01-05,ARROZ E FEIJÃO,QUIBE FRITO,VAGEM REFOGADA,ALFACE COM BETERRABA RALADA,BANANADA,LARANJA,PÃO E CAFÉ,
2015-01-06,ARROZ E FEIJÃO,FRANGO AO MOLHO,PURÊ DE BATATA,COUVE COM VINAGRETE,LARANJA,LARANJA,PÃO E CAFÉ,
2015-01-07,ARROZ E FEIJÃO,ESCONDIDINHO DE CARNE,VAGEM REFOGADA,ALFACE/BETERRABA RALADA/VINAGRETE,MELANCIA,MARACUJÁ,PÃO E CAFÉ,
2015-01-09,ARROZ E FEIJÃO,ALMÔNDEGA AO SUGO,ABOBRINHA REFOGADA,REPOLHO,LARANJA,,PÃO E CAFÉ,
2015-01-13,ARROZ E FEIJÃO,STROGONOFF DE CARNE,BATATA FRITA,ALFACE/REPOLHO COM VINAGRETE,MELANCIA,TANGERINA,PÃO E CAFÉ,
2015-01-14,ARROZ E FEIJÃO,KIBE FRITO,CENOURA SAUTÊ,ALFACE/ALMEIRÃO/ABOBRINHA/VINAGRETE,PUDIM DE COCO,ABACAXI,PÃO E CAFÉ,
2015-01-15,ARROZ E FEIJÃO,BIFE FRITO,COUVE REFOGADA,ESCAROLA/CENOURA/VINAGRETE,GOIABADA,ABACAXI,PÃO E CAFÉ,
2015-01-16,ARROZ E FEIJÃO,ALMONDEGAS FRITA COM MOLHO,--,COUVE COM VINAGRETE/CENOURA COM VINAGRETE,MAÇÃ,TANGERINA,PÃO E CAFÉ,
2015-01-20,ARROZ E FEIJÃO,ALMONDEGAS AO MOLHO COM MUSSARELA,CHUCHU REFOGADO COM OVOS,ALFACE/VINAGRETE,MAÇÃ,SUCO DE LARANJA,PÃO E CAFÉ,
2015-01-21,ARROZ E FEIJÃO,BIFE FRITO COM CEBOLA E AZEITONA,BROCOLIS COM VAGWEM REFOGADA,ALFACE COM VINAGRETE/ALMEIRÃO COM VINAGRETE,ARROZ DOCE,MANGA,PÃO E CAFÉ,
2015-01-22,ARROZ E FEIJÃO,CARNE FITA COM BROCOLIS,BERINJELA REFOGADA,ESCAROLA/ESPINAFRE COM VINAGRETE,UVA,CAJÚ,PÃO E CAFÉ,
2015-01-23,ARROZ E FEIJÃO,STROGONOFF DE CARNE,BATATA EM CUBOS FRITA,ESCAROLA COM VINAGRETE,LARANJA,LARANJA,PÃO E CAFÉ,
2015-01-27,ARROZ E FEIJÃO,SOBRE COXA AO MOLHO,CUSCUZ DE LEGUMES,ESCAROLA COM VINAGRETE,MAMÃO,LARANJA,PÃO E CAFÉ,
2015-01-28,ARROZ E FEIJÃO,BIFE COM MOLHO,BERINJELA REFOGADA,ALMEIRÃO/VINAGRETE,SALADA DE FRUTAS,UVA,PÃO E CAFÉ,
2015-01-29,ARROZ E FEIJÃO,PALETA SUÍNA,QUIBEBE,ALMEIRÃO/VINAGRETE,MELANCIA,ABACAXI,PÃO E CAFÉ,
2015-01-30,ARROZ E FEIJÃO,OVOS COZIDOS AO MOLHO DE TOMATE,ABOBRINHA REFOGADA,COUVE COM VINAGRETE,LARANJA,MANGA,PÃO E CAFÉ,
2015-02-02,ARROZ E FEIJÃO,BIFE COM MILHO E AZEITONA,ESCAROLA REFOGADA,COUVE COM VINAGRETE,MAÇÃ,CAJÚ,PÃO E CAFÉ,
2015-02-03,ARROZ E FEIJÃO,ALMONDEGA FRITA COM MOLHO,MACARRÃO COM BACON E AZEITONA,ESCAROLA/VINAGRETE,GOIABADA,MANGA,PÃO E CAFÉ,
2015-02-04,ARROZ E FEIJÃO,CARNE DE PANELA COM LEGUMES,---,ALFACE/TOMATE,UVA,CAJÚ,PÃO E CAFÉ,
2015-02-05,ARROZ E FEIJÃO,ROLÊ DE CARNE,CREME DE MILHO,MACARRÃO/BETERRABA COM VINAGRETE,SAGÚ OU MAÇÃ,UVA,PÃO E CAFÉ,
2015-02-06,ARROZ E FEIJÃO,LAGARTO AO MOLHO,FAROFA COM BACON E OVOS,ALMEIRÃO/VINAGRETE,BANANA,LARANJA,PÃO E CAFÉ,
2015-02-10,ARROZ E FEIJÃO,ALMONDEGAS ACEBOLADA,JARDINEIRA DE LEGUMES,ESCAROLA COM VINAGRETE/RÚCULA,LARANJA,UVA,PÃO E CAFÉ,
2015-02-11,ARROZ E FEIJÃO,CARNE EM CUBOS COM BATATA,--,RUCULA COM VINAGRETE/OVOS COM OREGANO,SAGÚ,ABACAXI,PÃO E CAFÉ,
2015-02-12,ARROZ E FEIJÃO,BIFE Á MILANESA,CREME DE MILHO,ALFACE COM VINAGRETE,LARANJA,CAJÚ,PÃO E CAFÉ,
2015-02-13,ARROZ E FEIJÃO,BISTECA SUÍNA,FAROFA AGRIDOCE,ALMEIRÃO/VINAGRETE,UVA,MANGA,PÃO E CAFÉ,
2015-02-19,ARROZ E FEIJÃO,NUGGETS,CREME DE ERVILHA,REPOLHO ROXO COM CENOURA RALADA E VIAGRETE,MELANCIA,UVA,PÃO E CAFÉ,
2015-02-20,ARROZ E FEIJÃO,PALETA SUÍNA,---,ALFACE COM VINAGRETE,BANANA,UVA,PÃO E CAFÉ,
2015-02-23,ARROZ E FEIJÃO,BIFE ACEBOLADO,ABÓBORA REFOGADA,ALMEIRÃO/VINAGRETE,IOGURTE,TANGERINA,PÃO E CAFÉ,
2015-02-24,ARROZ E FEIJÃO,FRANGO FRITO,---,ESCAROLA/VINAGRETE,MAÇÃ,MARACUJÁ,PÃO E CAFÉ,
2015-02-25,ARROZ E FEIJÃO,STROGONOFF DE CARNE,PURÊ DE BATATA,ALFACE COM VINAGRETE,SAGÚ,ABACAXI,PÃO E CAFÉ,
2015-02-26,ARROZ E FEIJÃO,ISCA DE CARNE COM ERVILHA,ABÓBORA REFOGADA,ALFACE COM VINAGRETE/PEPINO/ESCAROLA COM VINAGRETE,LARANJA,ABACAXI,PÃO E CAFÉ,
2015-02-27,ARROZ E FEIJÃO,LAGARTO AO MOLHO DE ABACAXI,BERINJELA REFOGADA,ESCAROLA/VINAGRETE,SAGU,CAJÚ,PÃO E CAFÉ,
2015-03-02,ARROZ E FEIJÃO,ROLÊ DE FRANGO AO MOLHO,ACELGA REFOGADA,BERINJELA COM VINAGRETE,MAÇÃ,UVA,PÃO E CAFÉ,
2015-03-03,ARROZ E FEIJÃO,ISCA DE CARNE COM VAGEM,COUVE REFOGADA/BERINJELA REFOGADA,REPOLHO/PEPINO,LARANJA PERA,ABACAXÍ,PÃO E CAFÉ,
2015-03-04,ARROZ E FEIJÃO,BIFE Á ROLÊ AO MOLHO,ABÓBORA REFOGADA,ACELGA COM VINAGRETE,MAÇA,LARANJA,PÃO E CAFÉ,
2015-03-05,ARROZ E FEIJÃO,CARNE EM CUBOS COM CENOURA,---,REPOLHO COM VINAGRETE,IOGURTE,MANGA,PÃO E CAFÉ,
2015-03-06,ARROZ E FEIJÃO,BIFE A ROLÊ,CHUCHU COM AZEITONA,ALFACE COM BETERRABA E VINAGRETE/ALMEIRÃO,BANANA/MELANCIA,MARACUJÁ,PÃO E CAFÉ,
2015-03-09,ARROZ E FEIJÃO,ISCA DE CARNE COM MILHO/ERVILHA/PALMITO E AZEITONA,---,ALMEIRÃO COM VINAGRETE/BETERRABA RALADA,MELANCIA OU LARANJA,ABACAXI,PÃO E CAFÉ,
2015-03-10,ARROZ E FEIJÃO,CARNE EM CUBOS COM BATATA,ESCAROLA REFOGADA,ALFACE COM BETERRABA E VINAGRETE/ALMEIRÃO,MELANCIA,TANGERINA,PÃO E CAFÉ,
2015-03-11,ARROZ E FEIJÃO,BIFE ACEBOLADO COM PIMENTÕES,VAGEM SAUTÊ,ALMEIRÃO/BETERRABA COZIDA,BANANA,CAJÚ,PÃO E CAFÉ,
2015-03-12,ARROZ E FEIJÃO,STROGONOFF DE CARNE,BATATA SAUTÊ,ALFACE COM VINAGRETE,BANANADA,MANGA,PÃO E CAFÉ,
2015-03-13,ARROZ E FEIJÃO,ROLÊ BOVINO AO MOLHO,FAROFA DE CARNE COM BANANA,COUVE/ACELGA COM VINAGRETE,MELANCIA,SUCO DE LARANJA,PÃO E CAFÉ,
2015-03-16,ARROZ E FEIJÃO,CARNE ASSADA,FAROFA AGRIDOCE,COUVE COM LARANJA,BANANA NANICA,MARACUJÁ,PÃO E CAFÉ,
2015-03-17,ARROZ E FEIJÃO,ISCA DE FRANGO ACEBOLADA,CENOURA SAUTÊ,ALFACE COM BETERRABA RALADA,LARANJA,ABACAXI,PÃO E CAFÉ,
2015-03-18,ARROZ E FEIJÃO,CARNE EM CUBOS COM BATATA,---,ESCAROLA/VINAGRETE,DOCE DE BANANA,MANGA,PÃO E CAFÉ,
2015-03-19,ARROZ E FEIJÃO,BIFE PAULISTA,ESCAROLA REFOGADA,MISTA VERDE/VINAGRETE,MAÇÃ,CAJÚ,PÃO E CAFÉ,
2015-03-20,ARROZ E FEIJÃO,ISCA DE FRANGO MILHO CEBOLA,PURÊ DE BATATA,REPOLHO,MELANCIA,CAJÚ,PÃO E CAFÉ,
2015-03-23,ARROZ E FEIJÃO,ALMÔNDEGA AO SUGO,PURÊ DE BATATA,RÚCULA,LARANJA PERA,UVA,PÃO E CAFÉ,
2015-03-24,ARROZ E FEIJÃO,SOBRECOXA DE FRANGO AO MOLHO,QUIBEBE,COUVE,MAÇÃ,MARACUJÁ,PÃO E CAFÉ,
2015-03-25,ARROZ E FEIJÃO,BIFE ACEBOLADO,POLENTA COM QUEIJO,ALFACE COM VINAGRETE,MELANCIA,ABACAXI,PÃO E CAFÉ,
2015-03-26,ARROZ E FEIJÃO,QUIBE FRITO,CREME DE MILHO,ESCAROLA,LARANJA,CAJÚ,PÃO E CAFÉ,
2015-03-27,ARROZ E FEIJÃO,ROLE DE FRANGO AO MOLHO DE TOMATE,BERINJELA REFOGADA,REPOLHO /COUVE,BANANA,LARANJA,PÃO E CAFÉ,
2015-03-30,ARROZ E FEIJÃO,CARNE ASSADA,ABOBRINHA REFOGADA,ALFACE COM VINAGRETE,MAÇÃ,MANGA,PÃO E CAFÉ,
2015-04-06,ARROZ E FEIJÃO,KIBE FRITO,QUIBEBE,ALFACE /CENOURA RALADA/BETERRABA,LARANJA,MARACUJÁ,PÃO E CAFÉ,
2015-04-07,ARROZ E FEIJÃO,SOBRECOXA DE FRANGO AO MOLHO,ABOBRINHA REFOGADA,REPOLHO COM VINAGRETE,MELANCIA,CAJÚ,PÃO E CAFÉ,
2015-04-08,ARROZ E FEIJÃO,CARNE EM CUBOS COM BATATA,---,ACELGA E PEPINO,PUDIM DE COCO,LARANJA,PÃO E CAFÉ,
2015-04-09,ARROZ E FEIJÃO,FRANGO CREMOSO,CENOURA SAUTÊ,ESCAROLA,MAÇÃ,MARACUJÁ,PÃO E CAFÉ,
2015-04-10,ARROZ E FEIJÃO,ROLÊ BOVINO AO MOLHO INGLES,FAROFA BRASILEIRA,ALMEIRÃO COM CENOURA RALADA,BANANA,ABACAXI,PÃO E CAFÉ,
2015-04-13,ARROZ E FEIJÃO,PALETA SUÍNA,CHUCHU REFOGADO,REPOLHO MISTO/ALFACE COM VINAGRETE,LARANJA,UVA,PÃO E CAFÉ,
2015-04-14,ARROZ E FEIJÃO,BIFE Á PIZZAIOLO,ABOBRINHA REFOGADA,SELVAGEM,BANANA,TANGERINA,PÃO E CAFÉ,
2015-04-15,ARROZ E FEIJÃO,STROGONOFF DE CARNE,BATATA SAUTÉ,ALMEIRÃO,GELATINA DE PÊSSEGO,CAJÚ,PÃO E CAFÉ,
2015-04-16,ARROZ E FEIJÃO,SOBRECOXA DE FRANGO AO MOLHO,CUSCUZ,ALFACE COM VINAGRETE,BANANA,LARANJA,PÃO E CAFÉ,
2015-04-17,ARROZ E FEIJÃO,CARNE PICADA COM ABÓBORA,---,"ALFACE/SALADA AMERICANA(repolho,pimentão,milho verde maionese)",SAGÚ,MARACUJÁ,PÃO E CAFÉ,
2015-04-22,ARROZ E FEIJÃO,BIFE,MACARRÃO COM BACON E PALMITO,ESCAROLA COM CENOURA,LARANJA,UVA,PÃO E CAFÉ,
2015-04-23,ARROZ E FEIJÃO,NUGGETS,CREME DE MILHO,ALFACE,MELANCIA,CAJÚ,PÃO E CAFÉ,
2015-04-24,ARROZ E FEIJÃO,BIFE ACEBOLADO,VAGEM SAUTÉ,ALMEIRÃO,MAÇÃ,TANGERINA,PÃO E CAFÉ,
2015-04-27,ARROZ E FEIJÃO,PALETA SUÍNA ACEBOLADA,QUIBEBE,ALFACE,BANANA NANICA,MARACUJÁ,PÃO E CAFÉ,
2015-04-28,ARROZ E FEIJÃO,BIFE COM PIMENTÃO CEBOLA E AZEITONA,CHUCHU REFOGADO,ACELGA COM ABACAXÍ,LARANJA PERA,LARANJA,PÃO E CAFÉ,
2015-04-29,ARROZ E FEIJÃO,NUGGETS,PURÊ DE BATATA,ACELGA,MAÇÃ,ABACAXI,PÃO E CAFÉ,
2015-04-30,ARROZ E FEIJÃO,ISCA DE CARNE COM /ERVILHA/PALMITO,LEGUMES REFOGADO,COUVE,BANANA,CAJÚ,PÃO E CAFÉ,
2015-05-04,ARROZ E FEIJÃO,ROLÊ DE FRANGO AO MOLHO DE TOMATE,ABÓBORA REFOGADA,BETERRABA COM CHICÓRIA,MAÇÃ,MANGA,PÃO E CAFÉ,
2015-05-05,ARROZ E FEIJÃO,STEAK,CHUCHU À BECHAMEL,ACELGA / BETERRABA RALADA,LARANJA PERA,UVA,PÃO E CAFÉ,
